AssayID,publication_DOI,AssayType,AssayName,medium_MediumID,medium_publication_DOI,material_MaterialID,material_publication_DOI
1,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
1,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
1,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
2,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
2,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
2,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
3,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
3,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
3,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
4,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
4,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
4,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
5,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
5,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
5,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
6,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
6,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
6,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
7,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
7,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
7,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
8,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
8,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
8,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
9,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
9,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
9,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
10,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
10,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
10,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
11,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
11,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
11,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
12,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
12,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
12,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
13,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
13,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
13,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
14,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
14,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
14,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
15,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
15,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
15,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
16,10.1016/j.neuro.2014.08.010,in vitro,reporter gene assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
16,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
16,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
17,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
17,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
17,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
18,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
18,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
18,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
19,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
19,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
19,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
20,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
20,10.1021/acs.est.5b01041,physical characterization,Electrophoretic Mobility,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
20,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
21,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
21,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
21,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
22,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
22,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
22,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
23,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
23,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
23,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
24,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
24,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
24,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
25,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
25,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
25,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
26,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
26,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
26,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
27,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
27,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
27,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
28,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
28,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
28,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
29,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
29,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
29,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
30,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
30,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
30,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
31,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
31,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
31,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
32,10.1016/j.neuro.2014.08.010,in vitro,Griess Assay,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
32,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
32,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
33,10.1016/j.neuro.2014.08.010,in vitro,Genomics,1,10.1016/j.neuro.2014.08.010,1,10.1016/j.neuro.2014.08.010
33,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
33,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
34,10.1016/j.neuro.2014.08.010,in vitro,Genomics,1,10.1016/j.neuro.2014.08.010,2,10.1016/j.neuro.2014.08.010
34,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
34,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
35,10.1016/j.neuro.2014.08.010,in vitro,Genomics,2,10.1016/j.neuro.2014.08.010,3,10.1016/j.neuro.2014.08.010
35,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
35,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
36,10.1016/j.neuro.2014.08.010,in vitro,Genomics,2,10.1016/j.neuro.2014.08.010,4,10.1016/j.neuro.2014.08.010
36,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
36,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
37,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
37,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
38,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
38,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
39,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
39,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
40,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,3,10.1021/acs.est.5b01041
40,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
41,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
41,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
42,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
42,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
43,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
43,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
44,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
44,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
45,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
45,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
46,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
46,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
47,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
47,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
48,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
48,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
49,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
49,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
50,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
50,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
51,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
51,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
52,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
52,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
53,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
53,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
54,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
54,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
55,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
55,10.1021/acs.est.7b01477,physical characterization,Ultraviolet/visible spectroscopy,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
56,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
56,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
57,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
57,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
58,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
58,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
59,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
59,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
60,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
60,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
61,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
61,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
62,10.1021/acs.est.5b01041,in silico,attachment efficiency,1,10.1021/acs.est.5b01041,1,10.1021/acs.est.5b01041
62,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
63,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
63,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
64,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
64,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
65,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
65,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
66,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
66,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
67,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
67,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
68,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
68,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
69,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,2,10.1021/acs.est.5b01041
69,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
70,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
70,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
71,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
71,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
72,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
72,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
73,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
73,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
74,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
74,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
75,10.1021/acs.est.5b01041,life cycle,product formation,1,10.1021/acs.est.5b01041,4,10.1021/acs.est.5b01041
75,10.1021/acs.est.7b01477,physical characterization,dynamic light scattering,1,10.1021/acs.est.7b01477,1,10.1021/acs.est.7b01477
